order_id,customer_id,order_date,promotion_id,order_status,shipping_revenue
O0000081,C000098,2026-01-02,,Completed,4.99
O0000082,C000562,2026-01-02,,Completed,4.99
O0000083,C000419,2026-01-02,,Completed,0.0
O0000084,C000546,2026-01-02,,Completed,0.0
O0000085,C002168,2026-01-02,PROMO_BASE,Completed,0.0
O0000086,C002469,2026-01-02,PROMO_BASE,Completed,0.0
O0000087,C000236,2026-01-02,,Completed,0.0
O0000088,C000136,2026-01-02,,Completed,9.99
O0000089,C002277,2026-01-02,,Completed,0.0
O0000090,C001373,2026-01-02,,Completed,4.99
O0000091,C002420,2026-01-03,PROMO_BASE,Completed,0.0
O0000092,C001391,2026-01-03,,Completed,0.0
O0000093,C002467,2026-01-03,PROMO_BASE,Completed,0.0
O0000094,C000564,2026-01-03,,Completed,4.99
O0000095,C002052,2026-01-03,,Completed,0.0
O0000096,C001603,2026-01-03,,Completed,6.99
O0000097,C001364,2026-01-03,,Completed,4.99
O0000098,C001284,2026-01-03,,Completed,6.99
O0000099,C000597,2026-01-03,,Completed,0.0
O0000100,C000204,2026-01-03,,Completed,0.0
O0000101,C000232,2026-01-03,,Completed,9.99
O0000102,C001408,2026-01-03,PROMO_BASE,Completed,9.99
O0000103,C000858,2026-01-03,,Completed,6.99
O0000104,C000078,2026-01-03,PROMO_BASE,Completed,0.0
O0000105,C000743,2026-01-03,,Completed,0.0
O0000106,C001861,2026-01-03,,Completed,0.0
O0000107,C001615,2026-01-03,PROMO_BASE,Completed,0.0
O0000108,C001472,2026-01-03,,Completed,0.0
O0000109,C000688,2026-01-03,PROMO_BASE,Completed,0.0
O0000110,C000524,2026-01-03,,Completed,0.0
O0000111,C002226,2026-01-03,,Completed,0.0
O0000112,C000216,2026-01-03,,Completed,0.0
O0000113,C001010,2026-01-03,,Completed,0.0
O0000114,C001459,2026-01-03,,Completed,4.99
O0000115,C001267,2026-01-03,,Completed,6.99
O0000116,C001046,2026-01-03,,Completed,4.99
O0000117,C002428,2026-01-03,PROMO_BASE,Completed,0.0
O0000118,C000033,2026-01-03,,Completed,0.0
O0000119,C000496,2026-01-03,,Completed,0.0
O0000120,C000212,2026-01-03,PROMO_BASE,Completed,4.99
O0000121,C001742,2026-01-03,,Completed,0.0
O0000122,C002409,2026-01-03,,Completed,0.0
O0000123,C000801,2026-01-03,,Completed,0.0
O0000124,C000876,2026-01-03,PROMO_BASE,Completed,4.99
O0000125,C000672,2026-01-03,,Completed,4.99
O0000126,C000665,2026-01-03,,Completed,9.99
O0000127,C001076,2026-01-03,,Completed,0.0
O0000128,C001958,2026-01-03,,Completed,0.0
O0000129,C000913,2026-01-03,PROMO_BASE,Completed,6.99
O0000130,C000802,2026-01-04,PROMO_BASE,Completed,0.0
O0000131,C000874,2026-01-04,,Completed,0.0
O0000132,C000665,2026-01-04,,Completed,6.99
O0000133,C001044,2026-01-04,PROMO_BASE,Completed,0.0
O0000134,C002473,2026-01-04,,Completed,6.99
O0000135,C002490,2026-01-04,,Completed,6.99
O0000136,C000078,2026-01-04,,Completed,0.0
O0000137,C000075,2026-01-04,,Completed,9.99
O0000138,C001335,2026-01-04,,Completed,0.0
O0000139,C001968,2026-01-04,PROMO_BASE,Completed,0.0
O0000140,C002367,2026-01-04,,Completed,6.99
O0000141,C002198,2026-01-04,,Completed,0.0
O0000142,C002299,2026-01-04,,Completed,0.0
O0000143,C002431,2026-01-04,,Completed,0.0
O0000144,C000419,2026-01-04,,Completed,0.0
O0000145,C000349,2026-01-04,,Completed,0.0
O0000146,C001812,2026-01-04,,Completed,6.99
O0000147,C001231,2026-01-04,,Completed,0.0
O0000148,C001180,2026-01-04,,Completed,0.0
O0000149,C001390,2026-01-04,,Completed,4.99
O0000150,C001916,2026-01-04,,Completed,9.99
O0000151,C001622,2026-01-04,,Completed,0.0
O0000152,C001752,2026-01-04,,Completed,0.0
O0000153,C000346,2026-01-04,,Completed,0.0
O0000154,C000975,2026-01-04,,Completed,0.0
O0000155,C001170,2026-01-04,PROMO_BASE,Completed,9.99
O0000156,C001937,2026-01-04,PROMO_BASE,Completed,9.99
O0000157,C002433,2026-01-04,,Completed,4.99
O0000158,C001881,2026-01-04,,Completed,0.0
O0000159,C001070,2026-01-04,PROMO_BASE,Completed,0.0
O0000160,C001224,2026-01-04,PROMO_BASE,Completed,6.99
O0000161,C001390,2026-01-04,PROMO_BASE,Completed,6.99
O0000162,C001902,2026-01-04,,Completed,0.0
O0000163,C000015,2026-01-04,,Completed,0.0
O0000164,C000858,2026-01-04,,Completed,0.0
O0000165,C001633,2026-01-04,,Completed,0.0
O0000166,C001697,2026-01-04,,Completed,9.99
O0000167,C001316,2026-01-04,,Completed,6.99
O0000168,C000149,2026-01-04,,Completed,9.99
O0000169,C001647,2026-01-04,,Completed,0.0
O0000170,C000518,2026-01-04,PROMO_BASE,Completed,6.99
O0000171,C001819,2026-01-04,PROMO_BASE,Completed,4.99
O0000172,C002268,2026-01-04,,Completed,4.99
O0000173,C000320,2026-01-04,,Completed,9.99
O0000174,C000852,2026-01-04,,Completed,4.99
O0000175,C002319,2026-01-04,,Completed,0.0
O0000176,C001114,2026-01-04,PROMO_BASE,Completed,4.99
O0000177,C002274,2026-01-04,PROMO_BASE,Completed,0.0
O0000178,C000964,2026-01-04,PROMO_BASE,Completed,0.0
O0000179,C002098,2026-01-04,,Completed,0.0
O0000180,C002224,2026-01-05,,Completed,0.0
O0000181,C002017,2026-01-05,,Completed,4.99
O0000182,C001421,2026-01-05,,Completed,0.0
O0000183,C001213,2026-01-05,,Completed,0.0
O0000184,C002028,2026-01-05,,Completed,0.0
O0000185,C001013,2026-01-05,,Completed,6.99
O0000186,C000743,2026-01-05,,Completed,0.0
O0000187,C001391,2026-01-05,,Completed,0.0
O0000188,C000098,2026-01-05,,Completed,4.99
O0000189,C001027,2026-01-05,PROMO_BASE,Completed,0.0
O0000190,C001812,2026-01-05,,Completed,0.0
O0000191,C000362,2026-01-05,,Completed,0.0
O0000192,C000589,2026-01-05,,Completed,0.0
O0000193,C000480,2026-01-05,,Completed,0.0
O0000194,C000137,2026-01-05,PROMO_BASE,Completed,9.99
O0000195,C000054,2026-01-05,,Completed,0.0
O0000196,C001126,2026-01-05,PROMO_BASE,Completed,0.0
O0000197,C000358,2026-01-05,,Completed,6.99
O0000198,C002141,2026-01-05,PROMO_BASE,Completed,9.99
O0000199,C001541,2026-01-05,,Completed,9.99
O0000200,C000729,2026-01-05,,Completed,0.0
O0000201,C001681,2026-01-05,,Completed,0.0
O0000202,C001551,2026-01-05,PROMO_BASE,Completed,0.0
O0000203,C000145,2026-01-05,PROMO_BASE,Completed,6.99
O0000204,C002064,2026-01-05,,Completed,0.0
O0000205,C000189,2026-01-05,,Completed,0.0
O0000206,C000415,2026-01-05,,Completed,0.0
O0000207,C002460,2026-01-05,PROMO_BASE,Completed,0.0
O0000208,C002269,2026-01-05,PROMO_BASE,Completed,0.0
O0000209,C000804,2026-01-05,,Completed,0.0
O0000210,C001037,2026-01-05,,Completed,0.0
O0000211,C000890,2026-01-05,PROMO_BASE,Completed,0.0
O0000212,C000384,2026-01-05,,Completed,6.99
O0000213,C000355,2026-01-05,,Completed,6.99
O0000214,C002214,2026-01-05,,Completed,0.0
O0000215,C000397,2026-01-05,,Completed,0.0
O0000216,C000525,2026-01-05,,Completed,0.0
O0000217,C000257,2026-01-05,,Completed,6.99
O0000218,C000016,2026-01-05,,Completed,0.0
O0000219,C000739,2026-01-05,,Completed,0.0
O0000220,C000589,2026-01-05,,Completed,0.0
O0000221,C000524,2026-01-05,,Completed,0.0
O0000222,C000748,2026-01-05,PROMO_BASE,Completed,4.99
O0000223,C001500,2026-01-05,PROMO_BASE,Completed,9.99
O0000224,C002074,2026-01-05,,Completed,0.0
O0000225,C001595,2026-01-05,,Completed,6.99
O0000226,C000170,2026-01-05,,Completed,6.99
O0000227,C001096,2026-01-05,PROMO_BASE,Completed,9.99
O0000228,C001184,2026-01-05,PROMO_BASE,Completed,0.0
O0000229,C001027,2026-01-05,,Completed,0.0
O0000230,C001070,2026-01-05,,Completed,4.99
O0000231,C000182,2026-01-06,,Completed,9.99
O0000232,C001475,2026-01-06,PROMO_BASE,Completed,0.0
O0000233,C000909,2026-01-06,,Completed,0.0
O0000234,C002339,2026-01-06,PROMO_BASE,Completed,9.99
O0000235,C000441,2026-01-06,,Completed,0.0
O0000236,C002029,2026-01-06,,Completed,0.0
O0000237,C001667,2026-01-06,,Completed,4.99
O0000238,C002214,2026-01-06,PROMO_BASE,Completed,0.0
O0000239,C000344,2026-01-06,,Completed,0.0
O0000240,C000997,2026-01-06,,Completed,0.0
O0000241,C000078,2026-01-06,,Completed,0.0
O0000242,C001227,2026-01-06,PROMO_BASE,Completed,6.99
O0000243,C001291,2026-01-06,PROMO_BASE,Completed,9.99
O0000244,C000873,2026-01-06,PROMO_BASE,Completed,0.0
O0000245,C001273,2026-01-06,,Completed,4.99
O0000246,C001995,2026-01-06,,Completed,0.0
O0000247,C000061,2026-01-06,,Completed,0.0
O0000248,C002043,2026-01-06,,Completed,9.99
O0000249,C002169,2026-01-06,,Completed,6.99
O0000250,C001405,2026-01-06,PROMO_BASE,Completed,0.0
O0000251,C002363,2026-01-06,,Completed,9.99
O0000252,C001673,2026-01-06,,Completed,0.0
O0000253,C002137,2026-01-06,,Completed,6.99
O0000254,C000604,2026-01-06,PROMO_BASE,Completed,0.0
O0000255,C001310,2026-01-06,,Completed,0.0
O0000256,C000355,2026-01-06,,Completed,0.0
O0000257,C000520,2026-01-06,PROMO_BASE,Completed,0.0
O0000258,C000160,2026-01-06,,Completed,0.0
O0000259,C002469,2026-01-06,,Completed,6.99
O0000260,C000027,2026-01-06,,Completed,0.0
O0000261,C000671,2026-01-06,PROMO_BASE,Completed,0.0
O0000262,C000266,2026-01-06,PROMO_BASE,Completed,0.0
O0000263,C002314,2026-01-06,PROMO_BASE,Completed,4.99
O0000264,C000690,2026-01-06,,Completed,0.0
O0000265,C001512,2026-01-06,,Completed,9.99
O0000266,C002441,2026-01-06,,Completed,0.0
O0000267,C000101,2026-01-06,,Completed,0.0
O0000268,C001725,2026-01-06,,Completed,0.0
O0000269,C000005,2026-01-06,,Completed,4.99
O0000270,C002466,2026-01-06,PROMO_BASE,Completed,0.0
O0000271,C002300,2026-01-06,PROMO_BASE,Completed,6.99
O0000272,C002168,2026-01-06,,Completed,0.0
O0000273,C000756,2026-01-06,PROMO_BASE,Completed,0.0
O0000274,C002225,2026-01-06,,Completed,9.99
O0000275,C001402,2026-01-06,,Completed,0.0
O0000276,C000587,2026-01-06,,Completed,4.99
O0000277,C000242,2026-01-06,,Completed,4.99
O0000278,C002318,2026-01-06,,Completed,0.0
O0000279,C002452,2026-01-06,PROMO_BASE,Completed,0.0
O0000280,C000397,2026-01-06,,Completed,0.0
O0000281,C000535,2026-01-06,,Completed,6.99
O0000282,C001722,2026-01-06,PROMO_BASE,Completed,0.0
O0000283,C000074,2026-01-06,PROMO_BASE,Completed,6.99
O0000284,C002029,2026-01-06,,Completed,0.0
O0000285,C000826,2026-01-06,PROMO_BASE,Completed,0.0
O0000286,C002485,2026-01-06,,Completed,0.0
O0000287,C000768,2026-01-06,,Completed,0.0
O0000288,C000695,2026-01-06,,Completed,4.99
O0000289,C001567,2026-01-06,,Completed,0.0
O0000290,C002007,2026-01-07,,Completed,4.99
O0000291,C001639,2026-01-07,,Completed,9.99
O0000292,C002331,2026-01-07,,Completed,9.99
O0000293,C001463,2026-01-07,,Completed,4.99
O0000294,C001853,2026-01-07,PROMO_BASE,Completed,0.0
O0000295,C000480,2026-01-07,,Completed,0.0
O0000296,C001156,2026-01-07,,Completed,6.99
O0000297,C001781,2026-01-07,PROMO_BASE,Completed,4.99
O0000298,C002032,2026-01-07,,Completed,4.99
O0000299,C000956,2026-01-07,,Completed,0.0
O0000300,C000033,2026-01-07,,Completed,0.0
O0000301,C001489,2026-01-07,,Completed,0.0
O0000302,C001081,2026-01-07,,Completed,0.0
O0000303,C001663,2026-01-07,,Completed,0.0
O0000304,C000702,2026-01-07,,Completed,0.0
O0000305,C000149,2026-01-07,,Completed,0.0
O0000306,C002364,2026-01-07,,Completed,4.99
O0000307,C000230,2026-01-07,,Completed,9.99
O0000308,C001426,2026-01-07,PROMO_BASE,Completed,9.99
O0000309,C000633,2026-01-07,,Completed,4.99
O0000310,C001620,2026-01-07,,Completed,0.0
O0000311,C000235,2026-01-07,,Completed,0.0
O0000312,C002052,2026-01-07,,Completed,0.0
O0000313,C000918,2026-01-07,,Completed,0.0
O0000314,C000418,2026-01-07,PROMO_BASE,Completed,6.99
O0000315,C001662,2026-01-07,,Completed,0.0
O0000316,C001781,2026-01-07,PROMO_BASE,Completed,9.99
O0000317,C001965,2026-01-07,,Completed,9.99
O0000318,C002385,2026-01-07,PROMO_BASE,Completed,4.99
O0000319,C000015,2026-01-07,,Completed,6.99
O0000320,C002224,2026-01-07,PROMO_BASE,Completed,0.0
O0000321,C000326,2026-01-07,,Completed,0.0
O0000322,C002434,2026-01-07,,Completed,0.0
O0000323,C000661,2026-01-07,,Completed,4.99
O0000324,C001089,2026-01-07,PROMO_BASE,Completed,0.0
O0000325,C002152,2026-01-07,,Completed,6.99
O0000326,C000323,2026-01-07,PROMO_BASE,Completed,0.0
O0000327,C001290,2026-01-07,,Completed,4.99
O0000328,C001284,2026-01-07,PROMO_BASE,Completed,0.0
O0000329,C001002,2026-01-07,,Completed,0.0
O0000330,C000111,2026-01-07,PROMO_BASE,Completed,6.99
O0000331,C000477,2026-01-07,PROMO_BASE,Completed,0.0
O0000332,C000478,2026-01-07,,Completed,6.99
O0000333,C000885,2026-01-07,,Completed,0.0
O0000334,C001330,2026-01-07,,Completed,6.99
O0000335,C001503,2026-01-07,,Completed,0.0
O0000336,C001290,2026-01-07,,Completed,0.0
O0000337,C001807,2026-01-07,PROMO_BASE,Completed,0.0
O0000338,C002052,2026-01-07,,Completed,6.99
O0000339,C000738,2026-01-07,PROMO_BASE,Completed,6.99
O0000340,C000178,2026-01-07,,Completed,0.0
O0000341,C001070,2026-01-07,,Completed,0.0
O0000342,C000888,2026-01-07,PROMO_BASE,Completed,0.0
O0000343,C000054,2026-01-07,,Completed,0.0
O0000344,C001489,2026-01-07,,Completed,0.0
O0000345,C000163,2026-01-07,,Completed,0.0
O0000346,C001091,2026-01-07,,Completed,0.0
O0000347,C000361,2026-01-07,,Completed,0.0
O0000348,C000540,2026-01-07,,Completed,0.0
O0000349,C000618,2026-01-07,PROMO_BASE,Completed,6.99
O0000350,C000637,2026-01-07,,Completed,0.0
O0000351,C000562,2026-01-07,,Completed,0.0
O0000352,C000802,2026-01-07,,Completed,9.99
O0000353,C001036,2026-01-07,PROMO_BASE,Completed,0.0
O0000354,C002373,2026-01-07,,Completed,6.99
O0000355,C001363,2026-01-07,,Completed,6.99
O0000356,C002188,2026-01-07,,Completed,0.0
O0000357,C000894,2026-01-07,,Completed,0.0
O0000358,C001492,2026-01-07,PROMO_BASE,Completed,4.99
O0000359,C001357,2026-01-07,PROMO_BASE,Completed,0.0
O0000360,C000565,2026-01-08,,Completed,4.99
O0000361,C001061,2026-01-08,PROMO_BASE,Completed,0.0
O0000362,C001170,2026-01-08,,Completed,0.0
O0000363,C001268,2026-01-08,PROMO_BASE,Completed,0.0
O0000364,C000471,2026-01-08,PROMO_BASE,Completed,0.0
O0000365,C002268,2026-01-08,,Completed,0.0
O0000366,C002098,2026-01-08,,Completed,9.99
O0000367,C001248,2026-01-08,,Completed,0.0
O0000368,C001167,2026-01-08,,Completed,4.99
O0000369,C002231,2026-01-08,PROMO_BASE,Completed,9.99
O0000370,C002162,2026-01-08,,Completed,4.99
O0000371,C000524,2026-01-08,PROMO_BASE,Completed,0.0
O0000372,C002018,2026-01-08,,Completed,9.99
O0000373,C002475,2026-01-08,,Completed,4.99
O0000374,C000495,2026-01-08,,Completed,0.0
O0000375,C000077,2026-01-08,,Completed,6.99
O0000376,C000601,2026-01-08,,Completed,0.0
O0000377,C001646,2026-01-08,,Completed,9.99
O0000378,C001911,2026-01-08,,Completed,0.0
O0000379,C000593,2026-01-08,,Completed,0.0
O0000380,C001806,2026-01-08,,Completed,0.0
O0000381,C001017,2026-01-08,PROMO_BASE,Completed,0.0
O0000382,C002046,2026-01-08,,Completed,9.99
O0000383,C000743,2026-01-08,,Completed,0.0
O0000384,C000856,2026-01-08,,Completed,9.99
O0000385,C000126,2026-01-08,,Completed,0.0
O0000386,C001675,2026-01-08,,Completed,0.0
O0000387,C000296,2026-01-08,,Completed,0.0
O0000388,C000442,2026-01-08,PROMO_BASE,Completed,0.0
O0000389,C000354,2026-01-08,PROMO_BASE,Completed,9.99
O0000390,C000420,2026-01-08,,Completed,4.99
O0000391,C001650,2026-01-08,,Completed,0.0
O0000392,C001466,2026-01-08,,Completed,0.0
O0000393,C001239,2026-01-08,,Completed,6.99
O0000394,C001485,2026-01-08,,Completed,0.0
O0000395,C002458,2026-01-08,,Completed,9.99
O0000396,C002311,2026-01-08,PROMO_BASE,Completed,6.99
O0000397,C001159,2026-01-08,PROMO_BASE,Completed,6.99
O0000398,C001586,2026-01-08,,Completed,0.0
O0000399,C000077,2026-01-08,PROMO_BASE,Completed,4.99
O0000400,C001165,2026-01-08,,Completed,0.0
O0000401,C002379,2026-01-08,PROMO_BASE,Completed,9.99
O0000402,C002096,2026-01-08,,Completed,0.0
O0000403,C002263,2026-01-08,,Completed,0.0
O0000404,C000406,2026-01-08,,Completed,0.0
O0000405,C002331,2026-01-08,,Completed,0.0
O0000406,C000256,2026-01-08,,Completed,4.99
O0000407,C002313,2026-01-08,PROMO_BASE,Completed,9.99
O0000408,C000431,2026-01-08,PROMO_BASE,Completed,6.99
O0000409,C002330,2026-01-08,PROMO_BASE,Completed,9.99
O0000410,C000389,2026-01-08,,Completed,0.0
O0000411,C000449,2026-01-08,,Completed,0.0
O0000412,C002434,2026-01-08,,Completed,6.99
O0000413,C000183,2026-01-08,PROMO_BASE,Completed,0.0
O0000414,C002010,2026-01-08,,Completed,0.0
O0000415,C001120,2026-01-08,PROMO_BASE,Completed,0.0
O0000416,C000800,2026-01-08,PROMO_BASE,Completed,0.0
O0000417,C000564,2026-01-08,,Completed,0.0
O0000418,C000113,2026-01-08,,Completed,0.0
O0000419,C002207,2026-01-08,PROMO_BASE,Completed,0.0
O0000420,C000471,2026-01-08,PROMO_BASE,Completed,9.99
O0000421,C000856,2026-01-08,PROMO_BASE,Completed,4.99
O0000422,C000239,2026-01-08,,Completed,0.0
O0000423,C000495,2026-01-08,PROMO_BASE,Completed,0.0
O0000424,C000089,2026-01-08,,Completed,0.0
O0000425,C000419,2026-01-08,PROMO_BASE,Completed,0.0
O0000426,C001669,2026-01-08,,Completed,6.99
O0000427,C000091,2026-01-08,PROMO_BASE,Completed,6.99
O0000428,C001582,2026-01-09,,Completed,6.99
O0000429,C002410,2026-01-09,PROMO_BASE,Completed,9.99
O0000430,C000428,2026-01-09,,Completed,0.0
O0000431,C000001,2026-01-09,,Completed,6.99
O0000432,C000336,2026-01-09,,Completed,4.99
O0000433,C001990,2026-01-09,,Completed,9.99
O0000434,C001463,2026-01-09,,Completed,4.99
O0000435,C000350,2026-01-09,,Completed,6.99
O0000436,C001391,2026-01-09,,Completed,6.99
O0000437,C002400,2026-01-09,,Completed,9.99
O0000438,C000346,2026-01-09,PROMO_BASE,Completed,4.99
O0000439,C001616,2026-01-09,PROMO_BASE,Completed,0.0
O0000440,C002431,2026-01-09,PROMO_BASE,Completed,0.0
O0000441,C002043,2026-01-09,,Completed,0.0
O0000442,C000885,2026-01-09,,Completed,9.99
O0000443,C000538,2026-01-09,,Completed,4.99
O0000444,C001003,2026-01-09,,Completed,6.99
O0000445,C001752,2026-01-09,,Completed,0.0
O0000446,C002440,2026-01-09,PROMO_BASE,Completed,0.0
O0000447,C000696,2026-01-09,,Completed,0.0
O0000448,C000308,2026-01-09,,Completed,6.99
O0000449,C000514,2026-01-09,,Completed,0.0
O0000450,C001806,2026-01-09,,Completed,0.0
O0000451,C000904,2026-01-09,,Completed,0.0
O0000452,C001026,2026-01-09,PROMO_BASE,Completed,0.0
O0000453,C001953,2026-01-09,,Completed,0.0
O0000454,C001159,2026-01-09,,Completed,0.0
O0000455,C000619,2026-01-09,PROMO_BASE,Completed,0.0
O0000456,C000472,2026-01-09,,Completed,0.0
O0000457,C000135,2026-01-09,,Completed,4.99
O0000458,C000852,2026-01-09,,Completed,0.0
O0000459,C002499,2026-01-09,PROMO_BASE,Completed,4.99
O0000460,C001894,2026-01-09,,Completed,0.0
O0000461,C001556,2026-01-09,,Completed,4.99
O0000462,C001421,2026-01-09,PROMO_BASE,Completed,0.0
O0000463,C001373,2026-01-09,,Completed,0.0
O0000464,C001477,2026-01-09,,Completed,6.99
O0000465,C001786,2026-01-09,,Completed,6.99
O0000466,C001300,2026-01-09,,Completed,4.99
O0000467,C001740,2026-01-09,,Completed,6.99
O0000468,C001500,2026-01-09,,Completed,9.99
O0000469,C000266,2026-01-09,,Completed,4.99
O0000470,C002179,2026-01-09,,Completed,6.99
O0000471,C000641,2026-01-09,,Completed,4.99
O0000472,C002242,2026-01-09,,Completed,6.99
O0000473,C000136,2026-01-09,PROMO_BASE,Completed,0.0
O0000474,C001354,2026-01-09,,Completed,0.0
O0000475,C000150,2026-01-09,,Completed,6.99
O0000476,C000531,2026-01-09,PROMO_BASE,Completed,6.99
O0000477,C000740,2026-01-09,,Completed,0.0
O0000478,C000705,2026-01-09,PROMO_BASE,Completed,0.0
O0000479,C001159,2026-01-09,PROMO_BASE,Completed,4.99
O0000480,C000472,2026-01-09,,Completed,0.0
O0000481,C002243,2026-01-09,,Completed,0.0
O0000482,C001981,2026-01-09,,Completed,6.99
O0000483,C000235,2026-01-09,PROMO_BASE,Completed,9.99
O0000484,C000089,2026-01-09,,Completed,0.0
O0000485,C002112,2026-01-09,,Completed,0.0
O0000486,C001835,2026-01-09,,Completed,0.0
O0000487,C000797,2026-01-09,PROMO_BASE,Completed,0.0
O0000488,C001781,2026-01-09,,Completed,9.99
O0000489,C000214,2026-01-09,,Completed,0.0
O0000490,C001427,2026-01-09,,Completed,6.99
O0000491,C002017,2026-01-09,PROMO_BASE,Completed,4.99
O0000492,C001856,2026-01-09,PROMO_BASE,Completed,6.99
O0000493,C001354,2026-01-09,,Completed,6.99
O0000494,C002481,2026-01-09,,Completed,9.99
O0000495,C000706,2026-01-09,,Completed,0.0
O0000496,C000213,2026-01-09,,Completed,0.0
O0000497,C001457,2026-01-09,PROMO_BASE,Completed,9.99
O0000498,C000037,2026-01-09,,Completed,0.0
O0000499,C002046,2026-01-09,,Completed,0.0
O0000500,C000013,2026-01-09,,Completed,0.0
O0000501,C001320,2026-01-09,,Completed,0.0
O0000502,C002293,2026-01-09,PROMO_BASE,Completed,6.99
O0000503,C000686,2026-01-09,,Completed,0.0
O0000504,C000801,2026-01-10,PROMO_BASE,Completed,6.99
O0000505,C000449,2026-01-10,,Completed,4.99
O0000506,C001481,2026-01-10,,Completed,0.0
O0000507,C002454,2026-01-10,,Completed,4.99
O0000508,C000540,2026-01-10,,Completed,0.0
O0000509,C001315,2026-01-10,,Completed,4.99
O0000510,C000705,2026-01-10,,Completed,0.0
O0000511,C000214,2026-01-10,,Completed,0.0
O0000512,C001951,2026-01-10,,Completed,0.0
O0000513,C000240,2026-01-10,PROMO_BASE,Completed,0.0
O0000514,C000359,2026-01-10,,Completed,9.99
