order_item_id,order_id,product_id,quantity,unit_price,discount_amount
OI00000245,O0000148,P0033,2,428.77,0.0
OI00000246,O0000149,P0004,1,75.24,0.0
OI00000247,O0000150,P0051,1,74.74,0.0
OI00000248,O0000150,P0003,1,79.39,0.0
OI00000249,O0000151,P0060,1,436.99,0.0
OI00000250,O0000152,P0034,1,417.18,0.0
OI00000251,O0000152,P0002,1,83.19,0.0
OI00000252,O0000152,P0049,1,139.55,0.0
OI00000253,O0000153,P0020,1,667.66,0.0
OI00000254,O0000153,P0039,1,320.0,0.0
OI00000255,O0000154,P0056,1,376.79,0.0
OI00000256,O0000154,P0007,1,109.05,0.0
OI00000257,O0000155,P0020,1,668.73,82.02
OI00000258,O0000155,P0023,2,123.34,31.58
OI00000259,O0000155,P0013,1,103.69,6.26
OI00000260,O0000155,P0007,1,108.43,15.17
OI00000261,O0000156,P0005,1,66.04,7.47
OI00000262,O0000156,P0023,2,122.58,27.53
OI00000263,O0000156,P0001,2,142.63,29.62
OI00000264,O0000157,P0035,1,279.66,0.0
OI00000265,O0000157,P0001,1,143.79,0.0
OI00000266,O0000157,P0003,1,83.14,0.0
OI00000267,O0000158,P0039,1,316.72,0.0
OI00000268,O0000158,P0049,1,140.83,0.0
OI00000269,O0000159,P0013,1,103.18,8.08
OI00000270,O0000159,P0040,1,465.25,21.96
OI00000271,O0000160,P0029,1,291.36,41.61
OI00000272,O0000161,P0057,1,160.74,16.94
OI00000273,O0000162,P0049,1,144.97,0.0
OI00000274,O0000162,P0059,1,63.34,0.0
OI00000275,O0000163,P0058,1,49.96,0.0
OI00000276,O0000164,P0003,1,82.42,0.0
OI00000277,O0000164,P0025,1,604.18,0.0
OI00000278,O0000165,P0045,1,147.6,0.0
OI00000279,O0000166,P0001,1,142.68,0.0
OI00000280,O0000166,P0006,1,127.28,0.0
OI00000281,O0000167,P0003,2,83.56,0.0
OI00000282,O0000168,P0020,1,676.0,0.0
OI00000283,O0000168,P0038,2,269.01,0.0
OI00000284,O0000169,P0003,1,80.4,0.0
OI00000285,O0000170,P0026,1,85.4,13.33
OI00000286,O0000171,P0034,1,433.55,76.37
OI00000287,O0000172,P0005,2,65.28,0.0
OI00000288,O0000172,P0059,1,62.86,0.0
OI00000289,O0000172,P0015,1,62.94,0.0
OI00000290,O0000173,P0055,1,151.0,0.0
OI00000291,O0000173,P0058,2,51.17,0.0
OI00000292,O0000174,P0001,1,143.46,0.0
OI00000293,O0000175,P0057,1,161.03,0.0
OI00000294,O0000175,P0030,1,253.64,0.0
OI00000295,O0000175,P0019,1,674.98,0.0
OI00000296,O0000176,P0024,1,801.87,117.76
OI00000297,O0000177,P0003,1,80.97,12.0
OI00000298,O0000177,P0024,1,799.37,75.96
OI00000299,O0000178,P0032,1,411.05,59.86
OI00000300,O0000179,P0057,1,158.37,0.0
OI00000301,O0000179,P0058,1,50.22,0.0
OI00000302,O0000180,P0055,1,149.61,0.0
OI00000303,O0000181,P0041,1,30.07,0.0
OI00000304,O0000181,P0057,2,161.76,0.0
OI00000305,O0000182,P0040,1,483.95,0.0
OI00000306,O0000183,P0060,1,457.34,0.0
OI00000307,O0000183,P0024,2,780.06,0.0
OI00000308,O0000183,P0020,1,685.0,0.0
OI00000309,O0000184,P0059,1,63.58,0.0
OI00000310,O0000185,P0006,1,123.94,0.0
OI00000311,O0000185,P0012,1,28.61,0.0
OI00000312,O0000186,P0006,1,125.64,0.0
OI00000313,O0000187,P0029,2,295.47,0.0
OI00000314,O0000188,P0040,1,476.46,0.0
OI00000315,O0000188,P0020,1,691.85,0.0
OI00000316,O0000189,P0051,1,74.71,3.54
OI00000317,O0000189,P0009,1,113.5,6.52
OI00000318,O0000190,P0001,1,147.43,0.0
OI00000319,O0000190,P0003,1,79.56,0.0
OI00000320,O0000191,P0054,1,134.1,0.0
OI00000321,O0000191,P0057,1,159.51,0.0
OI00000322,O0000192,P0003,1,83.86,0.0
OI00000323,O0000193,P0022,1,346.29,0.0
OI00000324,O0000194,P0026,1,85.41,8.89
OI00000325,O0000195,P0020,1,692.74,0.0
OI00000326,O0000196,P0050,1,13.83,0.91
OI00000327,O0000196,P0002,1,79.09,11.28
OI00000328,O0000197,P0003,1,79.55,0.0
OI00000329,O0000198,P0024,1,804.74,73.59
OI00000330,O0000198,P0052,1,403.48,31.88
OI00000331,O0000199,P0007,1,112.12,0.0
OI00000332,O0000199,P0014,1,131.94,0.0
OI00000333,O0000199,P0044,1,54.19,0.0
OI00000334,O0000199,P0004,1,74.83,0.0
OI00000335,O0000200,P0034,1,434.46,0.0
OI00000336,O0000201,P0046,1,19.25,0.0
OI00000337,O0000201,P0020,1,681.58,0.0
OI00000338,O0000202,P0008,2,85.71,8.3
OI00000339,O0000202,P0013,1,102.75,14.15
OI00000340,O0000203,P0006,1,121.43,16.43
OI00000341,O0000203,P0038,1,267.64,17.37
OI00000342,O0000204,P0049,1,138.66,0.0
OI00000343,O0000204,P0009,1,114.17,0.0
OI00000344,O0000204,P0025,1,612.91,0.0
OI00000345,O0000205,P0027,1,639.98,0.0
OI00000346,O0000206,P0007,1,109.22,0.0
OI00000347,O0000206,P0026,1,82.58,0.0
OI00000348,O0000207,P0001,1,148.81,11.9
OI00000349,O0000207,P0059,1,60.82,6.68
OI00000350,O0000207,P0053,1,542.93,23.84
OI00000351,O0000208,P0015,1,60.09,2.83
OI00000352,O0000208,P0038,1,273.94,19.8
OI00000353,O0000208,P0056,1,378.68,55.23
OI00000354,O0000209,P0024,1,811.27,0.0
OI00000355,O0000209,P0046,1,19.45,0.0
OI00000356,O0000210,P0044,1,53.09,0.0
OI00000357,O0000211,P0045,1,151.75,23.4
OI00000358,O0000211,P0042,1,129.09,11.39
OI00000359,O0000211,P0049,2,139.04,20.58
OI00000360,O0000212,P0019,1,657.29,0.0
OI00000361,O0000212,P0047,1,70.67,0.0
OI00000362,O0000213,P0038,1,267.8,0.0
OI00000363,O0000214,P0009,1,111.1,0.0
OI00000364,O0000215,P0030,1,257.08,0.0
OI00000365,O0000216,P0047,1,68.84,0.0
OI00000366,O0000216,P0013,2,103.24,0.0
OI00000367,O0000217,P0051,1,77.26,0.0
OI00000368,O0000218,P0002,1,83.21,0.0
OI00000369,O0000219,P0051,1,73.1,0.0
OI00000370,O0000220,P0028,1,312.73,0.0
OI00000371,O0000221,P0025,1,616.77,0.0
OI00000372,O0000222,P0030,1,252.76,39.04
OI00000373,O0000222,P0024,1,773.58,127.68
OI00000374,O0000223,P0005,1,67.76,6.98
OI00000375,O0000224,P0045,1,148.2,0.0
OI00000376,O0000224,P0028,1,324.78,0.0
OI00000377,O0000225,P0039,1,318.28,0.0
OI00000378,O0000226,P0013,1,99.87,0.0
OI00000379,O0000226,P0031,2,28.53,0.0
OI00000380,O0000227,P0045,1,151.78,17.1
OI00000381,O0000227,P0003,1,83.69,5.98
OI00000382,O0000228,P0040,1,481.62,44.9
OI00000383,O0000228,P0006,1,124.39,15.25
OI00000384,O0000229,P0003,1,80.0,0.0
OI00000385,O0000230,P0005,2,67.78,0.0
OI00000386,O0000230,P0032,1,420.57,0.0
OI00000387,O0000231,P0032,1,420.59,0.0
OI00000388,O0000232,P0018,1,363.49,50.98
OI00000389,O0000233,P0027,1,620.05,0.0
OI00000390,O0000234,P0011,1,136.41,14.7
OI00000391,O0000234,P0020,1,669.96,108.37
OI00000392,O0000235,P0045,1,151.11,0.0
OI00000393,O0000236,P0038,2,270.45,0.0
OI00000394,O0000236,P0005,1,68.26,0.0
OI00000395,O0000237,P0058,1,51.21,0.0
OI00000396,O0000237,P0032,2,420.74,0.0
OI00000397,O0000237,P0013,1,102.09,0.0
OI00000398,O0000238,P0060,1,446.75,48.92
OI00000399,O0000239,P0029,1,291.94,0.0
OI00000400,O0000240,P0023,2,119.45,0.0
OI00000401,O0000240,P0025,1,602.73,0.0
OI00000402,O0000240,P0016,1,123.21,0.0
OI00000403,O0000241,P0001,1,147.88,0.0
OI00000404,O0000241,P0060,1,457.13,0.0
OI00000405,O0000242,P0059,1,60.37,3.35
OI00000406,O0000242,P0039,1,318.99,34.2
OI00000407,O0000243,P0001,1,143.17,7.78
OI00000408,O0000243,P0043,1,47.0,5.01
OI00000409,O0000243,P0024,2,774.14,102.46
OI00000410,O0000244,P0050,2,14.55,2.36
OI00000411,O0000244,P0036,1,187.01,15.62
OI00000412,O0000245,P0023,1,119.74,0.0
OI00000413,O0000245,P0042,1,128.76,0.0
OI00000414,O0000245,P0003,1,80.77,0.0
OI00000415,O0000246,P0003,1,80.34,0.0
OI00000416,O0000247,P0049,1,142.46,0.0
OI00000417,O0000247,P0016,1,124.87,0.0
OI00000418,O0000247,P0003,1,83.63,0.0
OI00000419,O0000248,P0031,1,27.51,0.0
OI00000420,O0000249,P0027,1,651.68,0.0
OI00000421,O0000250,P0027,1,620.36,85.79
OI00000422,O0000251,P0003,1,81.98,0.0
OI00000423,O0000252,P0030,1,261.62,0.0
OI00000424,O0000253,P0057,2,166.36,0.0
OI00000425,O0000253,P0009,1,113.16,0.0
OI00000426,O0000253,P0020,2,671.12,0.0
OI00000427,O0000253,P0029,1,287.68,0.0
OI00000428,O0000254,P0011,1,138.02,7.92
OI00000429,O0000254,P0040,1,468.32,82.67
OI00000430,O0000255,P0001,1,145.38,0.0
OI00000431,O0000256,P0009,1,112.04,0.0
OI00000432,O0000256,P0035,1,289.85,0.0
OI00000433,O0000256,P0030,1,251.43,0.0
OI00000434,O0000256,P0019,1,659.87,0.0
OI00000435,O0000256,P0042,1,129.46,0.0
OI00000436,O0000257,P0034,1,417.09,23.57
OI00000437,O0000258,P0058,1,51.86,0.0
OI00000438,O0000258,P0006,1,121.78,0.0
OI00000439,O0000259,P0005,1,66.51,0.0
OI00000440,O0000260,P0006,1,127.36,0.0
OI00000441,O0000260,P0045,1,148.49,0.0
OI00000442,O0000261,P0039,1,315.02,28.79
OI00000443,O0000261,P0045,1,153.09,23.46
OI00000444,O0000262,P0011,1,144.06,15.94
OI00000445,O0000262,P0045,1,152.73,11.44
OI00000446,O0000262,P0009,1,111.48,17.79
OI00000447,O0000262,P0003,1,79.12,4.66
OI00000448,O0000263,P0022,1,346.06,27.81
OI00000449,O0000264,P0048,1,93.7,0.0
OI00000450,O0000264,P0029,2,295.49,0.0
OI00000451,O0000265,P0004,1,77.9,0.0
OI00000452,O0000265,P0009,1,109.69,0.0
OI00000453,O0000265,P0033,1,428.36,0.0
OI00000454,O0000266,P0024,1,768.07,0.0
OI00000455,O0000266,P0043,1,44.37,0.0
OI00000456,O0000267,P0038,1,262.59,0.0
OI00000457,O0000267,P0039,2,328.47,0.0
OI00000458,O0000268,P0050,1,14.43,0.0
OI00000459,O0000268,P0034,1,417.71,0.0
OI00000460,O0000268,P0015,2,60.58,0.0
OI00000461,O0000268,P0003,1,82.73,0.0
OI00000462,O0000269,P0008,1,87.8,0.0
OI00000463,O0000269,P0001,1,143.04,0.0
OI00000464,O0000269,P0046,2,18.95,0.0
OI00000465,O0000269,P0039,1,330.93,0.0
OI00000466,O0000270,P0046,1,19.4,1.42
OI00000467,O0000271,P0042,1,130.11,18.13
OI00000468,O0000272,P0023,1,122.1,0.0
OI00000469,O0000272,P0002,2,80.14,0.0
OI00000470,O0000273,P0060,1,449.17,74.16
OI00000471,O0000273,P0057,1,158.76,25.42
OI00000472,O0000274,P0009,1,110.64,0.0
OI00000473,O0000275,P0029,1,300.16,0.0
OI00000474,O0000275,P0015,1,61.37,0.0
OI00000475,O0000275,P0056,1,363.82,0.0
OI00000476,O0000276,P0006,1,124.68,0.0
OI00000477,O0000276,P0040,1,473.17,0.0
OI00000478,O0000277,P0045,1,148.11,0.0
OI00000479,O0000278,P0012,1,29.62,0.0
OI00000480,O0000278,P0049,2,144.98,0.0
OI00000481,O0000279,P0007,1,107.7,17.17
OI00000482,O0000279,P0039,1,319.74,15.13
OI00000483,O0000280,P0048,1,92.84,0.0
OI00000484,O0000281,P0048,1,91.95,0.0
OI00000485,O0000282,P0036,1,193.0,10.89
OI00000486,O0000283,P0024,1,772.82,105.25
OI00000487,O0000284,P0046,2,19.5,0.0
OI00000488,O0000284,P0022,1,331.31,0.0
OI00000489,O0000285,P0032,1,407.95,43.12
OI00000490,O0000286,P0035,1,291.53,0.0
OI00000491,O0000286,P0057,2,164.86,0.0
OI00000492,O0000287,P0014,1,137.93,0.0
OI00000493,O0000288,P0016,1,120.59,0.0
OI00000494,O0000288,P0047,3,70.81,0.0
OI00000495,O0000288,P0042,1,133.4,0.0
OI00000496,O0000289,P0017,1,159.57,0.0
OI00000497,O0000289,P0010,1,160.64,0.0
OI00000498,O0000289,P0050,1,14.05,0.0
OI00000499,O0000290,P0040,1,479.82,0.0
OI00000500,O0000291,P0010,1,158.16,0.0
OI00000501,O0000291,P0013,1,101.97,0.0
OI00000502,O0000292,P0020,1,691.92,0.0
OI00000503,O0000293,P0001,2,149.55,0.0
OI00000504,O0000294,P0032,1,405.86,54.39
OI00000505,O0000295,P0038,1,270.85,0.0
OI00000506,O0000295,P0041,1,31.24,0.0
OI00000507,O0000296,P0048,1,91.84,0.0
OI00000508,O0000297,P0005,1,65.39,8.19
OI00000509,O0000297,P0008,1,88.7,7.93
OI00000510,O0000297,P0041,1,30.43,5.3
OI00000511,O0000298,P0057,1,160.08,0.0
OI00000512,O0000299,P0020,1,697.09,0.0
OI00000513,O0000300,P0019,1,667.12,0.0
OI00000514,O0000300,P0038,1,266.65,0.0
OI00000515,O0000300,P0006,1,124.84,0.0
OI00000516,O0000301,P0008,1,89.09,0.0
OI00000517,O0000301,P0023,1,123.91,0.0
OI00000518,O0000301,P0054,1,138.33,0.0
OI00000519,O0000302,P0056,1,371.5,0.0
OI00000520,O0000303,P0023,1,123.37,0.0
OI00000521,O0000304,P0045,1,149.72,0.0
OI00000522,O0000304,P0023,1,120.71,0.0
OI00000523,O0000304,P0050,1,13.95,0.0
OI00000524,O0000305,P0009,1,111.48,0.0
OI00000525,O0000306,P0026,1,83.66,0.0
OI00000526,O0000306,P0050,1,14.04,0.0
OI00000527,O0000307,P0003,1,80.29,0.0
OI00000528,O0000308,P0039,1,326.62,41.25
OI00000529,O0000309,P0038,1,266.55,0.0
OI00000530,O0000310,P0030,1,248.69,0.0
OI00000531,O0000311,P0021,1,84.43,0.0
OI00000532,O0000312,P0059,1,61.62,0.0
OI00000533,O0000313,P0001,1,145.18,0.0
OI00000534,O0000314,P0057,1,161.66,16.46
OI00000535,O0000315,P0032,1,401.06,0.0
OI00000536,O0000315,P0043,2,45.6,0.0
OI00000537,O0000315,P0058,2,52.77,0.0
OI00000538,O0000316,P0018,1,376.5,52.7
OI00000539,O0000316,P0006,1,126.84,9.49
OI00000540,O0000317,P0038,2,263.36,0.0
OI00000541,O0000317,P0006,1,128.35,0.0
OI00000542,O0000318,P0032,1,421.78,62.4
OI00000543,O0000319,P0054,1,136.78,0.0
OI00000544,O0000320,P0036,1,189.15,13.85
OI00000545,O0000321,P0051,3,76.91,0.0
OI00000546,O0000322,P0057,1,165.22,0.0
OI00000547,O0000322,P0029,1,297.27,0.0
OI00000548,O0000322,P0015,1,60.45,0.0
OI00000549,O0000323,P0042,1,128.31,0.0
OI00000550,O0000323,P0059,1,62.48,0.0
OI00000551,O0000323,P0032,1,412.64,0.0
OI00000552,O0000323,P0004,1,74.71,0.0
OI00000553,O0000323,P0054,1,133.14,0.0
OI00000554,O0000324,P0035,2,292.31,43.07
OI00000555,O0000324,P0001,1,141.06,20.69
OI00000556,O0000324,P0038,1,269.91,31.99
OI00000557,O0000325,P0003,1,83.51,0.0
